n,url,label,description
40532,40532,"(Le développement capitaliste contribue à la destruction de la biosphère) -> ( Le capitalisme perturbe et détruit les écosystèmes)",""
40533,40533,"(Le développement capitaliste contribue à la pollution de l'environnement) -> ( Le capitalisme perturbe et détruit les écosystèmes)",""
40534,40534,"(Le développement capitaliste contribue aux dérèglements climatiques) -> ( Le capitalisme perturbe et détruit les écosystèmes)",""
40535,40535,"(Le développement capitaliste contribue à l'exploitation animale) -> ( Le capitalisme perturbe et détruit les écosystèmes)",""
40536,40536,"(Le développement capitaliste pousse à la modification du vivant) -> ( Le capitalisme perturbe et détruit les écosystèmes)",""
59084,59084,"(Le sexisme est tellement banalisé qu'il n'est même pas perçu comme tel) -> ¬ ( Les hommes ne peuvent pas ne pas voir les violences et les discriminations sexistes)",""
59085,59085,"(La dimension structurelle de la violence est rarement perçue par les hommes) -> ¬ ( Les hommes ne peuvent pas ne pas voir les violences et les discriminations sexistes)",""
59086,59086,"(Le traitement médiatique du sexisme est encore insuffisant) -> ¬ ( Les hommes ne peuvent pas ne pas voir les violences et les discriminations sexistes)",""
59087,59087,"(De nombreuses victimes n'osent pas parler des violences qu'elles ont subies,encore moins aux hommes) -> ¬ ( Les hommes ne peuvent pas ne pas voir les violences et les discriminations sexistes)",""
59088,59088,"(Les hommes sont socialisés pour être égoïstes) -> ¬ ( Les hommes ne peuvent pas ne pas voir les violences et les discriminations sexistes)",""
59089,59089,"(L'identité concrète de la France,c'est déjà le métissage) -> ¬ ( Les migrants mettent en cause notre identité)",""
59090,59090,"(En n'accueillant pas les migrants,l'Europe perd son âme et trahit ses valeurs) -> ¬ ( Les migrants mettent en cause notre identité)",""
59091,59091,"(Si ils respectent les normes juridiques des pays européens,les migrants y ont toute leur place) -> ¬ ( Les migrants mettent en cause notre identité)",""
59092,59092,"(Le monde a eu un commencement et par conséquent a une cause première) -> ¬ ( Tout a une cause,et Dieu en particulier)",""
59093,59093,"(Les prétendues interventions divines reposent sur des éléments de preuve qui ne sont pas fiables) -> ¬ ( Il existe des interventions divines)",""
59094,59094,"(Les prétendues interventions divines reposent sur une conception superstitieuse du monde) -> ¬ ( Il existe des interventions divines)",""
59095,59095,"(Ce qu'on attribue à des interventions divines relève de phénomènes naturels) -> ¬ ( Il existe des interventions divines)",""
40537,40537,"(Le PIB ne mesure pas le bien-être) -> ( Une baisse du PIB n'entraine pas forcément de détérioration du bien-être)",""
40538,40538,"(Il y a d'autres sujets révolutionnaires) -> ( La révolution peut et doit se faire sans la classe ouvrière)",""
40539,40539,"(La révolution viendra des précaires et des chômeurs) -> ( La révolution peut et doit se faire sans la classe ouvrière)",""
40540,40540,"(Il faut en finir avec l'ouvriérisme) -> ( La révolution peut et doit se faire sans la classe ouvrière)",""
40541,40541,"(Les syndicats ont intégré la logique gestionnaire) -> ( La classe ouvrière a perdu sa combativité)",""
40542,40542,"(Les luttes ouvrières sont de plus en plus réactionnaires) -> ( La classe ouvrière a perdu sa combativité)",""
40543,40543,"(Les luttes d'aujourd'hui sont portées par d'autres acteurs sociaux) -> ( La classe ouvrière a perdu sa combativité)",""
59096,59096,"(L'histoire est une série de colonisations successives) -> ¬ ( Les pays occidentaux ont colonisé et pillé les pays africains)",""
59097,59097,"(Un élevage respectueux de l'environnement est possible) -> ¬ ( Manger des animaux conduit à un élevage intensif source de nombreux problèmes sur l'environnement)",""
59098,59098,"(Les hommes ont intérêt à conserver leur rôle de dominants dans les rapports de séduction) -> ¬ ( Les hommes ont intérêt à en finir avec le machisme pour simplifier et libérer les rapports de séduction)",""
59099,59099,"(Beaucoup de femmes préfèrent les hommes dominants) -> ¬ ( Les hommes ont intérêt à en finir avec le machisme pour simplifier et libérer les rapports de séduction)",""
59100,59100,"(L'ambiguïté contribue à la magie de la séduction) -> ¬ ( Les hommes ont intérêt à en finir avec le machisme pour simplifier et libérer les rapports de séduction)",""
59101,59101,"(Ce ne fut pas Lénine lui-même mais l'attentat dont il fut l'objet qui imposa en septembre 1918 aux bolcheviks jusque là très patients la notion 'd'ennemi du peuple') -> ¬ ( Lénine crée la catégorie d'« ennemis du peuple » dès 1918)",""
59102,59102,"(Ils vont adopter nos moeurs) -> ¬ ( On augmente le sexisme ambiant en faisant venir ces migrants)",""
59103,59103,"(Certains pays ont légalisé l'utilisation thérapeutique sans que l'utilisation récréative le soit. On peut les dissocier.) -> ¬ ( La dépénalisation du cannabis récréatif ouvrirait la voie à l'utilisation thérapeutique)",""
40544,40544,"(Le communisme est liberticide) -> ( Le communisme est dangereux)",""
40545,40545,"(Le communisme est antidémocratique) -> ( Le communisme est dangereux)",""
40546,40546,"(Le communisme est une idéologie totalitaire) -> ( Le communisme est dangereux)",""
40547,40547,"(Le communisme se moque de l'écologie) -> ( Le communisme est dangereux)",""
40548,40548,"(Le communisme est une imposture) -> ( Le communisme est dangereux)",""
40549,40549,"(Seul Dieu est garant de la réalité et de la véracité du monde) -> ( Dieu existe-t-il ? (nouvelle version))",""
40550,40550,"(L'existence de Dieu est contenue dans son concept) -> ( Dieu existe-t-il ? (nouvelle version))",""
40551,40551,"(Nous avons en nous des concepts que nous n'avons pas pu créer) -> ( Dieu existe-t-il ? (nouvelle version))",""
40552,40552,"(L'hypothèse de Dieu est plus simple que l'hypothèse athéiste) -> ( Dieu existe-t-il ? (nouvelle version))",""
59104,59104,"(Rien ne montre l'existence d'un dieu) -> ¬ ( Dieu existe-t-il ? (nouvelle version))",""
59105,59105,"(Il n'existe pas d'esprit en dehors de la matière) -> ¬ ( Dieu existe-t-il ? (nouvelle version))",""
59106,59106,"(Les religions se contredisent) -> ¬ ( Dieu existe-t-il ? (nouvelle version))",""
59107,59107,"(L'homme est libre) -> ¬ ( Dieu existe-t-il ? (nouvelle version))",""
59108,59108,"(L'homme est déterminé) -> ¬ ( Dieu existe-t-il ? (nouvelle version))",""
59109,59109,"(Dieu est un concept contradictoire) -> ¬ ( Dieu existe-t-il ? (nouvelle version))",""
59110,59110,"(L'existence humaine n'est pas à la hauteur de Dieu) -> ¬ ( Dieu existe-t-il ? (nouvelle version))",""
59111,59111,"(L'injustice de la suppression du système de retraite) -> ¬ ( On peut financer le revenu de base en suivant la proposition de financement de Jacques Marseille)",""
59112,59112,"(Les prétendues expériences mystiques sont des histoires inventées de toutes pièces) -> ¬ ( Les expériences mystiques attestent la présence de Dieu)",""
59113,59113,"(L'expression des émotions affaiblirait la domination des hommes) -> ¬ ( Les hommes ont intérêt à en finir avec le machisme pour assumer leur sensibilité et leurs émotions)",""
40553,40553,"(Par le secret des affaires) -> ( Il faut limiter la liberté d'expression pour protéger l'État et les entreprises)",""
59114,59114,"(Il faut protéger le droit de citation) -> ¬ ( Il faut limiter la liberté d'expression pour protéger l'État et les entreprises)",""
40554,40554,"(Ecarts de salaire entre joueurs démesurés) -> ( Les footballeurs professionnels sont-ils trop payés ?)",""
40555,40555,"(Les joueurs bénéficient aussi de primes et de rentes) -> ( Les footballeurs professionnels sont-ils trop payés ?)",""
59115,59115,"(Les salaires ne font qu'obéir à la loi de l'offre et de la demande) -> ¬ ( Les footballeurs professionnels sont-ils trop payés ?)",""
59116,59116,"(Ne pas confondre salaires et revenus du sponsoring et des transferts) -> ¬ ( Les footballeurs professionnels sont-ils trop payés ?)",""
40556,40556,"(Les femmes sont sans cesse ramenées à leur corps et à leur apparence) -> ( Le sexisme est omniprésent)",""
40557,40557,"(Des changements graduels et non violents sont possibles) -> ( Le communisme n'est pas nécessaire)",""
40558,40558,"(Le capitalisme est un bon système socio-économique) -> ( Le communisme n'est pas nécessaire)",""
40559,40559,"(Pression contre les lanceurs d’alertes) -> ( Le lobby pharmaceutique nous manipule)",""
40560,40560,"(Financement d’études truquées) -> ( Le lobby pharmaceutique nous manipule)",""
59117,59117,"(Si le cannabis est dangereux,pourquoi en confier la gestion au crime organisé ?) -> ¬ ( Le cannabis est dangereux pour la santé physique et mentale)",""
40561,40561,"(Le capitalisme conduit à la barbarie) -> ( Le capitalisme est condamné)",""
40562,40562,"(Le capitalisme va s'effrondrer) -> ( Le capitalisme est condamné)",""
59118,59118,"(Le capitalisme est trop puissant) -> ¬ ( Le capitalisme est condamné)",""
59119,59119,"(Le mode de scrutin provoque un effet 'vote utile' qui restreint fortement le pluralisme) -> ¬ ( Il existe un pluralisme politique en France)",""
40563,40563,"(Elle a une longue et riche histoire de luttes) -> ( La classe ouvrière a fait la preuve de sa capacité à faire la révolution)",""
59120,59120,"(Encore faut-il qu'il n'y ait pas d'évasion fiscale !) -> ¬ ( Les impôts sur les salaires des footballeurs professionnels rapportent aux Etats)",""
59121,59121,"(Le FN n'a actuellement pas pour objectif de façonner un ordre nouveau) -> ¬ ( Le Front national tire son origine d'individus et groupes fascistes)",""
59122,59122,"(Le FN n'a actuellement pas de milices armées) -> ¬ ( Le Front national tire son origine d'individus et groupes fascistes)",""
59123,59123,"(L'élevage intensif a diminuer considérablement notre empathie pour le vivant.) -> ¬ ( L'élevage intensif a changé notre rapport au bien-être des animaux)",""
59124,59124,"(Nos animaux de compagnies nous en apprennes davantage sur le bien-être.) -> ¬ ( L'élevage intensif a changé notre rapport au bien-être des animaux)",""
40564,40564,"(2. La prohibition est préjudiciable aux usagers) -> ( Faut-il dépénaliser le cannabis ?)",""
40565,40565,"() -> ( Faut-il dépénaliser le cannabis ?)",""
40566,40566,"(Les tabulations économisent de l'espace disque) -> ( Espaces ou tabulations ?)",""
40567,40567,"(Chacun peut régler la taille des tabulations à sa convenance) -> ( Espaces ou tabulations ?)",""
59125,59125,"(En utilisant des espaces le formatage du texte reste identique sur tous les postes des devs de l'équipe) -> ¬ ( Espaces ou tabulations ?)",""
59126,59126,"(Ils se séculariseront) -> ¬ ( Certains migrants véhiculent de l'intolérance religieuse)",""
59127,59127,"(Les textes sacrés sont truffés d'erreurs et de contradictions) -> ¬ ( Les Révélations conservées dans les textes sacrés attestent l'intervention de Dieu)",""
59128,59128,"(Les textes sacrés sont la création d'êtres humains) -> ¬ ( Les Révélations conservées dans les textes sacrés attestent l'intervention de Dieu)",""
59129,59129,"(Les Révélations des textes sacrés proviennent d'êtres invisibles qui ne sont pas Dieu) -> ¬ ( Les Révélations conservées dans les textes sacrés attestent l'intervention de Dieu)",""
40568,40568,"(Les autres classes ne sont pas révolutionnaires) -> ( La classe ouvrière est-elle la seule classe révolutionnaire ?)",""
59130,59130,"(La classe ouvrière accumule avant tout des défaites) -> ¬ ( La classe ouvrière est-elle la seule classe révolutionnaire ?)",""
59131,59131,"(Ce raisonnement ne vaut que pour un temps fini) -> ¬ ( Dieu existe car il ne peut y avoir un passé infini)",""
59132,59132,"(On pourrait imposer certaines réglementations sur le traitement des défections des élevages) -> ¬ ( L'élevage intensif de porcs est nocif pour l'homme)",""
40569,40569,"(Le capitalisme est incapable d'offrir un système de santé de qualité pour tous) -> ( Des centaines de millions de personnes souffrent de maladies qu'on sait soigner)",""
40570,40570,"(On ne peut pas tolérer les morts en Méditerranée) -> ( Les solutions visant à limiter l'immigration sont inhumaines et barbares)",""
40571,40571,"(On ne peut pas tolérer les traques aux frontières) -> ( Les solutions visant à limiter l'immigration sont inhumaines et barbares)",""
40572,40572,"(On ne peut pas tolérer les traques et les pogroms) -> ( Les solutions visant à limiter l'immigration sont inhumaines et barbares)",""
40573,40573,"(Répartition des ressources vitales inefficace) -> ( L'efficacité est une notion subjective)",""
59133,59133,"(Il existe un lobbying des industries pétrolières afin de nier le réchauffemen climatique) -> ¬ ( Les scientifiques qui ne reconnaissent pas le réchauffement climatique subissent des pressions et sont marginalisés)",""
59134,59134,"(C'est une question de volonté politique (Australie,Japon)) -> ¬ ( On ne peut pas fermer les frontières)",""
40574,40574,"(Le capitalisme a surmonté des crises économiques profondes) -> ( Le capitalisme est un système économique stable)",""
40575,40575,"(Le capitalisme a survécu à la menace communiste) -> ( Le capitalisme est un système économique stable)",""
40576,40576,"(Le capitalisme est capable de s'adapter et de se transformer en permanence) -> ( Le capitalisme est un système économique stable)",""
59135,59135,"(Persistance des inégalités de capital économique) -> ¬ ( Le revenu de base permet de réduire les inégalités)",""
59136,59136,"(Persistance des inégalités de capital culturel) -> ¬ ( Le revenu de base permet de réduire les inégalités)",""
59137,59137,"(C'est la redistribution des richesses qu'il faut modifier) -> ¬ ( Le revenu de base permet de réduire les inégalités)",""
59138,59138,"(Accentuation des inégalités entre pays riches et pays pauvres) -> ¬ ( Le revenu de base permet de réduire les inégalités)",""
59139,59139,"(Seul un financement par l'impôt direct réduit les inégalités) -> ¬ ( Le revenu de base permet de réduire les inégalités)",""
59140,59140,"(La formation interne a écarté tous les liens avec le fascisme) -> ¬ ( L'étude du fascisme fait partie de la formation des militants du Front national)",""
40577,40577,"(Le voile n'est qu'un vêtement comme un autre) -> ( Les femmes doivent être libres de s'habiller comme elles le souhaitent)",""
40578,40578,"(Il faut limiter la liberté d'expression pour éviter les troubles à l’ordre public) -> ( La liberté d'expression entraine des abus)",""
59141,59141,"(Les migrants vont peser sur les retraites) -> ¬ ( Les migrants vont payer les retraites)",""
59142,59142,"(L'esclavage a été pratiqué à aussi grande échelle par le monde arabe) -> ¬ ( Les pays occidentaux ont pratiqué l'esclavage,ils doivent réparation)",""
40579,40579,"(Les migrants permettent de repeupler les villages) -> ( Accueillir les migrants est un atout culturel et social)",""
59143,59143,"(La cause première ne peut pas être matérielle) -> ¬ ( Il n'y a pas de raison que ce soit Dieu la cause première)",""
59144,59144,"(Les contre-pouvoirs ne sont ni contrôlés par,ni représentatifs du peuple.) -> ¬ ( Il existe des contre-pouvoirs en France)",""
59145,59145,"(Le sens de l'histoire est au retour des identités) -> ¬ ( Le sens de l'Histoire est à la mondialisation)",""
59146,59146,"(Il n'y a pas de sens de l'histoire) -> ¬ ( Le sens de l'Histoire est à la mondialisation)",""
40580,40580,"(Il faut bien financer les développeurs) -> ( Le logiciel libre n'a pas vraiment de modèle économique)",""
40581,40581,"(Les coûts matériels peuvent aussi être importants) -> ( Le logiciel libre n'a pas vraiment de modèle économique)",""
59147,59147,"(Le développement se fait souvent sur du temps libre et représente un coût très faible) -> ¬ ( Le logiciel libre n'a pas vraiment de modèle économique)",""
59148,59148,"(On peut financer un logiciel libre par les dons) -> ¬ ( Le logiciel libre n'a pas vraiment de modèle économique)",""
59149,59149,"(Il existe d'autres modèles économiques que l'achat d'un logiciel) -> ¬ ( Le logiciel libre n'a pas vraiment de modèle économique)",""
59150,59150,"(Une stimulation de l'activité) -> ¬ ( Le salaire à vie n'incite pas à être productif)",""
59151,59151,"(Cet ajustement fin est relativement probable) -> ¬ ( Dieu explique l'ajustement très improbable des constantes fondamentales de l'univers)",""
59152,59152,"(Les femmes doivent s'organiser par elles-mêmes) -> ¬ ( Les hommes doivent-ils rejoindre le combat féministe ?)",""
59153,59153,"(La science ne poura jamais expliquer certains phénomènes fondamentaux comme la vie ou la conscience) -> ¬ ( L'ordre et la complexité du monde s'expliquent par la science)",""
59154,59154,"(Un scrutin proportionnel est instable) -> ¬ ( Les grands partis dominent sur les petits)",""
59155,59155,"(Les conseils et les comptes-rendus sont publics) -> ¬ ( Nous ne connaissons pas assez les actions menées par nos élus)",""
59156,59156,"(La littérature fasciste circule toujours,de façon dissimulée) -> ¬ ( La tendance fasciste du Front national est en voie de marginalisation)",""
59157,59157,"(Le FN n'a pas intérêt à se réclamer du fascisme) -> ¬ ( La tendance fasciste du Front national est en voie de marginalisation)",""
59158,59158,"(Alain Soral,bien qu'ayant rompu avec le FN,est très influent auprès des jeunes militants frontistes) -> ¬ ( La tendance fasciste du Front national est en voie de marginalisation)",""
59159,59159,"(Le FN peut difficilement se passer des fascistes,car certains sont des cadres compétents) -> ¬ ( La tendance fasciste du Front national est en voie de marginalisation)",""
59160,59160,"(Les militants exclus pour fascisme reviennent quand le scandale est oublié) -> ¬ ( La tendance fasciste du Front national est en voie de marginalisation)",""
59161,59161,"(Ces niveaux de salaire correspondent à leur fonction sociale) -> ¬ ( Les salaires des footballeurs professionnels sont démesurés)",""
59162,59162,"(La France a été condamné de multiples fois récemment par la Cour Européenne des Droits de l'Homme) -> ¬ ( Les libertés fondamentales sont respectées en France)",""
40582,40582,"(Les hommes bénéficient des discriminations envers les femmes) -> ( Les hommes n'ont aucun intérêt à renoncer à leurs privilèges)",""
59163,59163,"(Il n'est pas préférable pour un individu d'être privé de sa liberté) -> ¬ ( L'élevage implique moins de cruauté pour les animaux que l'état sauvage)",""
59164,59164,"(Rien ne montre l'existence d'un dieu) -> ¬ ( Les religions affirment la liberté humaine)",""
59165,59165,"(Le devoir de réserve est contraire au droit de grève) -> ¬ ( Il faut assurer le devoir de réserve des fonctionnaires)",""
59166,59166,"(Les pays asiatiques subissent aussi l'impérialisme et pourtant ils ne produisent pas des millions de migrants) -> ¬ ( Les pays occidentaux continuent de piller les pays africains)",""
59167,59167,"(Le droit de manifestation est un droit fondamental pour tous) -> ¬ ( Il faut limiter la liberté d'expression pour éviter les troubles à l'ordre public)",""
40583,40583,"(Des femmes se battent en France pour ne pas le porter) -> ( On doit être solidaire des femmes qui se battent pour ne pas porter le voile islamique)",""
59168,59168,"(L'existence de la vie s'explique par des mécanismes physico-chimiques hasardeux) -> ¬ ( Dieu explique l'apparition de la vie)",""
59169,59169,"(Les lois de la nature sont des constructions de l'esprit humain) -> ¬ ( Dieu explique l'existence des lois de la nature)",""
59170,59170,"(Les lois physiques sont des conséquences des propriétés de la matière) -> ¬ ( Dieu explique l'existence des lois de la nature)",""
40584,40584,"(Le réchauffement climatique va entrainer de grandes migrations) -> ( On ne peut pas empêcher l'immigration)",""
40585,40585,"(Quelles que soient les mesures de fermeture des frontières,les populations pauvres migreront quand même) -> ( On ne peut pas empêcher l'immigration)",""
59171,59171,"(Il y a 18% de nouveaux-nés avec un prénom musulman en France) -> ¬ ( Le nombre d'étrangers en France est stable depuis 20 ans)",""
59172,59172,"(Tout dépend de la définition d' 'étranger') -> ¬ ( Le nombre d'étrangers en France est stable depuis 20 ans)",""
40586,40586,"() -> ( L'Europe occidentale est-elle en déclin ?)",""
40587,40587,"() -> ( L'Europe occidentale est-elle en déclin ?)",""
40588,40588,"() -> ( L'Europe occidentale est-elle en déclin ?)",""
40589,40589,"() -> ( L'Europe occidentale est-elle en déclin ?)",""
40590,40590,"() -> ( L'Europe occidentale est-elle en déclin ?)",""
40591,40591,"() -> ( L'Europe occidentale est-elle en déclin ?)",""
40592,40592,"() -> ( L'Europe occidentale est-elle en déclin ?)",""
40593,40593,"() -> ( L'Europe occidentale est-elle en déclin ?)",""
40594,40594,"() -> ( L'Europe occidentale est-elle en déclin ?)",""
40595,40595,"() -> ( L'Europe occidentale est-elle en déclin ?)",""
40596,40596,"() -> ( L'Europe occidentale est-elle en déclin ?)",""
40597,40597,"() -> ( L'Europe occidentale est-elle en déclin ?)",""
40598,40598,"() -> ( L'Europe occidentale est-elle en déclin ?)",""
40599,40599,"() -> ( L'Europe occidentale est-elle en déclin ?)",""
40600,40600,"(En termes de richesse) -> ( Le capitalisme accentue les inégalités)",""
40601,40601,"(En termes de réussite scolaire et professionnelle) -> ( Le capitalisme accentue les inégalités)",""
40602,40602,"(En termes d'accès aux soins) -> ( Le capitalisme accentue les inégalités)",""
40603,40603,"(En termes d'accès au pouvoir) -> ( Le capitalisme accentue les inégalités)",""
40604,40604,"(On vend du rêve alors que nos pays sont en crise) -> ( La migration est un problème pour les pays dont les migrants proviennent)",""
59173,59173,"(L'ordre perçu est réel) -> ¬ ( La notion d'ordre est une projection de l'esprit humain)",""
59174,59174,"(Si l'ordre était une projection de l'esprit humain,la prédiction scientifique serait impossible) -> ¬ ( La notion d'ordre est une projection de l'esprit humain)",""
40605,40605,"(Certaines élections sont indirectes) -> ( Les citoyens français ne sont pas assez consultés)",""
40606,40606,"(Le communisme est un monde sans guerre ni violence) -> ( Pour ou contre le communisme ?)",""
40607,40607,"(Le communisme est un monde sans frontières) -> ( Pour ou contre le communisme ?)",""
59175,59175,"(Le communisme est inefficace) -> ¬ ( Pour ou contre le communisme ?)",""
59176,59176,"(La précision des notes n'est pas très utile) -> ¬ ( La notation est un système juste et précis)",""
59177,59177,"(Les inégalités augmentent en même temps que la richesse des plus fortunés) -> ¬ ( Le capitalisme a permis une répartition des richesses inégalée)",""
59178,59178,"(L'influence des contenus violents sur les comportements n'est pas établie) -> ¬ ( Il faut limiter la liberté d'expression pour lutter contre l'ultraviolence)",""
59179,59179,"(La violence de ces contenus est bien moindre que la violence de la réalité) -> ¬ ( Il faut limiter la liberté d'expression pour lutter contre l'ultraviolence)",""
59180,59180,"(Le capitalisme contribue au changement climatique et ignore le problème) -> ¬ ( Le capitalisme est capable de surmonter la crise écologique)",""
59181,59181,"(Dieu ne peut pas tout) -> ¬ ( La souffrance et le mal contredisent l'existence d'un dieu)",""
40608,40608,"(Le capitalisme a permis un développement économique sans précédent) -> ( Le capitalisme est un système économique efficace)",""
40609,40609,"(Liberté restreinte) -> ( Les salaires des footballeurs professionnels sont justifiés par les inconvénients du métier)",""
40610,40610,"(Empiètement sur la vie privée) -> ( Les salaires des footballeurs professionnels sont justifiés par les inconvénients du métier)",""
59182,59182,"(Le langage humain émerge de la communication animale) -> ¬ ( Dieu explique l'apparition et la complexité du langage humain)",""
59183,59183,"(Le langage humain est un produit de l'évolution darwinienne) -> ¬ ( Dieu explique l'apparition et la complexité du langage humain)",""
59184,59184,"(Un pays a besoin d'une élite compétente au pouvoir) -> ¬ ( Le personnel politique n'est pas représentatif de la population)",""
40611,40611,"(Les syndicats et partis ouvriers ont perdu leurs adhérents et leurs militants) -> ( Les organisations ouvrières ont perdu leur base et leur légitimité)",""
40612,40612,"(Les syndicats et partis ouvriers sont contre-révolutionnaires) -> ( Les organisations ouvrières ont perdu leur base et leur légitimité)",""
59185,59185,"(Les directions du mouvement ouvrier ont mené une politique contre-révolutionnaire) -> ¬ ( Les organisations ouvrières ont perdu leur base et leur légitimité)",""
59186,59186,"(Le manque de temps n'est pas une fatalité.) -> ¬ ( Les citoyens n'ont pas le temps de voter souvent)",""
40613,40613,"(Le concept de Dieu est une création de l'évolution) -> ( Dieu est une invention)",""
59187,59187,"(Le cumul des mandats des élus est limité) -> ¬ ( Les hommes politiques sont des professionnels à vie)",""
40614,40614,"(Les performances actuelles d'ADP ne sont pas bonnes et pas près de s’améliorer) -> ( L’Etat n’est pas le plus qualifié pour gérer des aéroports)",""
40615,40615,"(La gestion des infrastructures aéroportuaires parisiennes n’est qu’une petite part des activités du groupe ADP) -> ( L’Etat n’est pas le plus qualifié pour gérer des aéroports)",""
59188,59188,"(L’Etat conservera la propriété du sol) -> ¬ ( C’est à l’Etat de gérer les aéroports parce que ce sont des infrastructures stratégiques)",""
59189,59189,"(L’Etat conservera un contrôle sur les tarifs) -> ¬ ( C’est à l’Etat de gérer les aéroports parce que ce sont des infrastructures stratégiques)",""
59190,59190,"(L'envoi d'argent dans les pays du Sud ne permet pas de réel développement) -> ¬ ( Les migrants font vivre des milliers de familles dans les pays pauvres)",""
59191,59191,"(Manger des animaux permet d'assurer un apport protéique nécessaire à la bonne santé de l'homme) -> ¬ ( Manger des animaux est mauvais pour l'homme)",""
59192,59192,"(Les salaires élevés renchérissent le prix des places de stade) -> ¬ ( Les salaires des footballeurs professionnels sont justifiés par l'utilité sociale du football)",""
59193,59193,"(Les valeurs transmises ne sont pas toutes positives) -> ¬ ( Les salaires des footballeurs professionnels sont justifiés par l'utilité sociale du football)",""
40616,40616,"(Les religions sont responsables de nombreuses guerres) -> ( Les religions oppriment les peuples)",""
59194,59194,"(On doit préserver la diversité des cultures) -> ¬ ( Les migrants empêchent la formation d’identités figées)",""
59195,59195,"(La violence terroriste inadmissible en démocratie contre des élus au suffrage universel,se justifie contre une dictature ou une autocratie) -> ¬ ( Lénine défendait déjà la terreur en 1905)",""
59196,59196,"(Il faut suivre le principe de vérité de nos sens) -> ¬ ( Le principe de causalité ne s'applique pas à l'univers)",""
40617,40617,"(Des milliards de personnes sont mal logées) -> ( Le capitalisme est incapable de satisfaire les besoins fondamentaux de l'humanité)",""
40618,40618,"(Près de 800 millions de personnes ne savent ni lire ni écrire) -> ( Le capitalisme est incapable de satisfaire les besoins fondamentaux de l'humanité)",""
59197,59197,"(Les aéroports de Paris sont en concurrence avec d'autres aéroports pour certaines activités) -> ¬ ( C’est à l’Etat de gérer les aéroports parce qu’ADP est en situation de monopole sur la région parisienne)",""
40619,40619,"(Pour renverser le capitalisme) -> ( La classe ouvrière a la force et le savoir-faire économiques)",""
40620,40620,"(Les autres classes sociales n'ont pas cette capacité) -> ( La classe ouvrière a la force et le savoir-faire économiques)",""
59198,59198,"(La nature anthropique du changement climatique fait l'objet d'un consensus scientifique) -> ¬ ( Les études scientifiques qui montrent le lien entre le réchauffement climatique et l'activité humaine sont très critiquées)",""
40621,40621,"(Réduction  rapide des volumes de déchets) -> ( Une alternative écologique)",""
59199,59199,"(Le Big Bang a une cause) -> ¬ ( La cause première est le Big Bang)",""
59200,59200,"(Certains pays nuancent ces recommandations) -> ¬ ( Les autorités du monde entier recommandent la vaccination)",""
59201,59201,"(Les autorités servent les intérêts des puissants) -> ¬ ( Les autorités du monde entier recommandent la vaccination)",""
59202,59202,"(Rien de scientifique ne le montre) -> ¬ ( Le cerveau repose sur des particules indéterminées)",""
40622,40622,"(L'être humain est égoïste) -> ( Le capitalisme a un fondement naturel)",""
40623,40623,"(La vie est une lutte pour la survie) -> ( Le capitalisme a un fondement naturel)",""
59203,59203,"(La participation aux scrutins électoraux reste importante) -> ¬ ( L'abstention ne fait que progresser en France)",""
40624,40624,"(Le voile est le signe visible que les femmes voilées sont la propriété de leur mari) -> ( Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes)",""
40625,40625,"(Les femmes qui refusent de porter le voile sont brimées et opprimées) -> ( Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes)",""
40626,40626,"(On ne peut pas être féministe et défendre le voile) -> ( Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes)",""
59204,59204,"(Des femmes sont voilées et épanouies) -> ¬ ( Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes)",""
59205,59205,"(Le voile n'est qu'un vêtement comme un autre) -> ¬ ( Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes)",""
59206,59206,"(Les femmes voilées sont déjà bien assez opprimées et stigmatisées pour qu'on ne leur ajoute pas une autre oppression) -> ¬ ( Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes)",""
59207,59207,"(Comparaison fallacieuse. C'est également typique des régimes démocratiques.) -> ¬ ( Limiter la liberté d'expression est typique des régimes autoritaires)",""
40627,40627,"(Les religions oppriment les minorités sexuelles) -> ( Les religions sont des sources d'oppressions)",""
59208,59208,"(Les religions prônent le respect) -> ¬ ( Les religions sont des sources d'oppressions)",""
59209,59209,"(Les religions prônent la fraternité) -> ¬ ( Les religions sont des sources d'oppressions)",""
59210,59210,"(Les religions prônent la charité) -> ¬ ( Les religions sont des sources d'oppressions)",""
59211,59211,"(Les religions prônent la justice) -> ¬ ( Les religions sont des sources d'oppressions)",""
59212,59212,"(Les religions prônent la non-violence) -> ¬ ( Les religions sont des sources d'oppressions)",""
59213,59213,"(Les religions prônent le souci du faible et des opprimés) -> ¬ ( Les religions sont des sources d'oppressions)",""
59214,59214,"(On peut être religieux sans perpétuer ces oppressions) -> ¬ ( Les religions sont des sources d'oppressions)",""
40628,40628,"(Le voile est le signe visible que les femmes voilées sont la propriété de leur mari) -> ( Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes)",""
40629,40629,"(Les femmes qui refusent de porter le voile sont brimées et opprimées) -> ( Le voile islamique est la marque concrète de l'oppression des hommes sur les femmes)",""
